Sector,Subsector,Branch,Subbranch,Class,Description,Economic units,Workers total,Workers hired by the unit ,Fixed salary workers,No fixed salary workers,Workers not hired by the unit,Payments,Expenses,Incomes,Production,Intermediate expenses,Added value,Fixed capital formation,Variation of stocks,Fixed assets,Depreciation
Sector 46 Retail commerce,Subsector 467,Branch 4671,Subbranch 46711,Class 467114,Class 467114 Comercio al por menor de vidrios y espejos,28,63,59,18,41,4,0.9,7.9,10.4,4.4,1.8,2.6,0.1,0.1,4.5,0.6
Sector 46 Retail commerce,Subsector 467,Branch 4671,Subbranch 46711,Class 467115,Class 467115 Comercio al por menor de artículos para la limpieza,20,72,72,48,24,0,2.4,6.9,10,4,0.9,3.1,0,0,1,0.2
Sector 46 Retail commerce,Subsector 468,,,,"SubSector 46 Retail commerce8 Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes",73,702,605,531,74,97,40,1398.7,1585.5,283.4,79,204.5,33.7,19.1,138.8,10.6
Sector 46 Retail commerce,Subsector 468,Branch 4681,,,Branch 4681 Comercio al por menor de automóviles y camionetas,11,332,256,250,6,76,20.6,936.2,1039.1,176.5,57.1,119.4,29.4,19,93.5,7.1
Sector 46 Retail commerce,Subsector 468,Branch 4681,Subbranch 46811,,Subbranch 46811 Comercio al por menor de automóviles y camionetas,11,332,256,250,6,76,20.6,936.2,1039.1,176.5,57.1,119.4,29.4,19,93.5,7.1
Sector 46 Retail commerce,Subsector 468,Branch 4681,Subbranch 46811,Class 468111,Class 468111 Comercio al por menor de automóviles y camionetas nuevos,7,322,246,246,0,76,20.5,933.9,1036,175.2,56.8,118.4,29.1,19,91.7,7
Sector 46 Retail commerce,Subsector 468,Branch 4681,Subbranch 46811,Class 468112,Class 468112 Comercio al por menor de automóviles y camionetas usados,4,10,10,4,6,0,0.1,2.3,3.1,1.3,0.3,1,0.3,0,1.8,0.1
Sector 46 Retail commerce,Subsector 468,Branch 4682,,,"Branch 4682 Comercio al por menor de partes y refacciones para automóviles, camionetas y camiones",43,140,121,64,57,19,2.6,67.6,83.6,29.2,11.8,17.4,2.6,0.2,20,1.5
Sector 46 Retail commerce,Subsector 468,Branch 4682,Subbranch 46821,,"Subbranch 46821 Comercio al por menor de partes y refacciones para automóviles, camionetas y camiones",43,140,121,64,57,19,2.6,67.6,83.6,29.2,11.8,17.4,2.6,0.2,20,1.5
Sector 46 Retail commerce,Subsector 468,Branch 4682,Subbranch 46821,Class 468211,"Class 468211 Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",33,98,90,43,47,8,1.8,53.1,65.4,22.1,8.7,13.4,2,0.1,14.3,0.9
Sector 46 Retail commerce,Subsector 468,Branch 4682,Subbranch 46821,Class 468212,"Class 468212 Comercio al por menor de partes y refacciones usadas para automóviles, camionetas y camiones",3,6,6,1,5,0,0.1,1.3,1.8,0.5,0.1,0.3,0,-0.2,1,0.1
Sector 46 Retail commerce,Subsector 468,Branch 4682,Subbranch 46821,Class 468213,"Class 468213 Comercio al por menor de llantas y cámaras para automóviles, camionetas y camiones",7,36,25,20,5,11,0.7,13.2,16.4,6.6,3,3.6,0.7,0.3,4.7,0.6
Sector 46 Retail commerce,Subsector 468,Branch 4683,,,Branch 4683 Comercio al por menor de motocicletas y otros vehículos de motor,4,7,7,3,4,0,0.1,0.5,0.7,0.2,0,0.2,0,0,0.1,0
Sector 46 Retail commerce,Subsector 468,Branch 4683,Subbranch 46831,,Subbranch 46831 Comercio al por menor de motocicletas y otros vehículos de motor,4,7,7,3,4,0,0.1,0.5,0.7,0.2,0,0.2,0,0,0.1,0
Sector 46 Retail commerce,Subsector 468,Branch 4683,Subbranch 46831,Class 468311,Class 468311 Comercio al por menor de motocicletas,4,7,7,3,4,0,0.1,0.5,0.7,0.2,0,0.2,0,0,0.1,0
Sector 46 Retail commerce,Subsector 468,Branch 4684,,,"Branch 4684 Comercio al por menor de combustibles, aceites y grasas lubricantes",15,223,221,214,7,2,16.8,394.5,462.1,77.6,10,67.5,1.7,-0.1,25.2,2
Sector 46 Retail commerce,Subsector 468,Branch 4684,Subbranch 46841,,Subbranch 46841 Comercio al por menor de combustibles,10,218,216,213,3,2,16.7,393.6,461.1,77.3,9.9,67.4,1.7,-0.1,23.6,1.9
Sector 46 Retail commerce,Subsector 468,Branch 4684,Subbranch 46841,Class 46841C,Classs agrupadas por principio de confidencialidad,10,218,216,213,3,2,16.7,393.6,461.1,77.3,9.9,67.4,1.7,-0.1,23.6,1.9
Sector 46 Retail commerce,Subsector 468,Branch 4684,Subbranch 46842,,"Subbranch 46842 Comercio al por menor de aceites y grasas lubricantes, aditivos y similares para vehículos de motor",5,5,5,1,4,0,0,0.8,1,0.3,0.1,0.2,0,0,1.6,0.1
Sector 46 Retail commerce,Subsector 468,Branch 4684,Subbranch 46842,Class 468420,"Class 468420 Comercio al por menor de aceites y grasas lubricantes, aditivos y similares para vehículos de motor",5,5,5,1,4,0,0,0.8,1,0.3,0.1,0.2,0,0,1.6,0.1
Sector 46 Retail commerce,Subsector 46C,,,,Subsectores agrupados por principio de confidencialidad,65,705,436,410,26,269,39.3,781.4,1089,423.5,102.5,321,22.9,13.5,233,11.3
Sector 46 Retail commerce,Subsector 46C,Branch 46CC,,,Ramas agrupadas por principio de confidencialidad,65,705,436,410,26,269,39.3,781.4,1089,423.5,102.5,321,22.9,13.5,233,11.3
Sector 46 Retail commerce,Subsector 46C,Branch 46CC,Subbranch 46CCC,,Subbranchs agrupadas por principio de confidencialidad,65,705,436,410,26,269,39.3,781.4,1089,423.5,102.5,321,22.9,13.5,233,11.3
Sector 46 Retail commerce,Subsector 46C,Branch 46CC,Subbranch 46CCC,Class 46CCCC,Classs agrupadas por principio de confidencialidad,65,705,436,410,26,269,39.3,781.4,1089,423.5,102.5,321,22.9,13.5,233,11.3
Sector 48-49 Transport and storage,,,,,Sector 48-49 Transport and storage Transport and storage,19,1111,1047,1021,26,64,143.4,110.9,351,351,110.9,240.1,7.9,0,236.3,32.5
Sector 48-49 Transport and storage,Subsector 485,,,,"Subsector 485 Transporte terrestre de pasajeros, excepto por ferrocarril",8,315,273,267,6,42,25.3,65.2,114.1,114.1,65.2,48.9,6.4,0,91,20
Sector 48-49 Transport and storage,Subsector 485,Branch 4851,,,Branch 4851 Transporte colectivo urbano y suburbano de pasajeros de ruta fija,4,237,224,224,0,13,21.8,55.2,99.3,99.3,55.2,44.2,3.4,0,72.5,17.8
Sector 48-49 Transport and storage,Subsector 485,Branch 4851,Subbranch 48511,,Subbranch 48511 Transporte colectivo urbano y suburbano de pasajeros de ruta fija,4,237,224,224,0,13,21.8,55.2,99.3,99.3,55.2,44.2,3.4,0,72.5,17.8
Sector 48-49 Transport and storage,Subsector 485,Branch 4851,Subbranch 48511,Class 485111,Class 485111 Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija,4,237,224,224,0,13,21.8,55.2,99.3,99.3,55.2,44.2,3.4,0,72.5,17.8
Sector 48-49 Transport and storage,Subsector 485,Branch 485C,,,Ramas agrupadas por principio de confidencialidad,4,78,49,43,6,29,3.5,10.1,14.8,14.8,10.1,4.7,3,0,18.5,2.2
Sector 48-49 Transport and storage,Subsector 485,Branch 485C,Subbranch 485CC,,Subbranchs agrupadas por principio de confidencialidad,4,78,49,43,6,29,3.5,10.1,14.8,14.8,10.1,4.7,3,0,18.5,2.2
Sector 48-49 Transport and storage,Subsector 485,Branch 485C,Subbranch 485CC,Class 485CCC,Classs agrupadas por principio de confidencialidad,4,78,49,43,6,29,3.5,10.1,14.8,14.8,10.1,4.7,3,0,18.5,2.2
Sector 48-49 Transport and storage,Subsector 488,,,,Subsector 488 Servicios relacionados con el transporte,5,72,68,59,9,4,3.2,4.7,8.2,8.2,4.7,3.6,0,0,3.6,0.5
Sector 48-49 Transport and storage,Subsector 488,Branch 4884,,,Branch 4884 Servicios relacionados con el transporte por carretera,5,72,68,59,9,4,3.2,4.7,8.2,8.2,4.7,3.6,0,0,3.6,0.5
Sector 48-49 Transport and storage,Subsector 488,Branch 4884,Subbranch 4884C,,Subbranchs agrupadas por principio de confidencialidad,5,72,68,59,9,4,3.2,4.7,8.2,8.2,4.7,3.6,0,0,3.6,0.5
Sector 48-49 Transport and storage,Subsector 488,Branch 4884,Subbranch 4884C,Class 4884CC,Classs agrupadas por principio de confidencialidad,5,72,68,59,9,4,3.2,4.7,8.2,8.2,4.7,3.6,0,0,3.6,0.5
Sector 48-49 Transport and storage,Subsector 48C,,,,Subsectores agrupados por principio de confidencialidad,6,724,706,695,11,18,114.9,41,228.6,228.6,41,187.6,1.5,0,141.7,12.1
Sector 48-49 Transport and storage,Subsector 48C,Branch 48CC,,,Ramas agrupadas por principio de confidencialidad,6,724,706,695,11,18,114.9,41,228.6,228.6,41,187.6,1.5,0,141.7,12.1
Sector 48-49 Transport and storage,Subsector 48C,Branch 48CC,Subbranch 48CCC,,Subbranchs agrupadas por principio de confidencialidad,6,724,706,695,11,18,114.9,41,228.6,228.6,41,187.6,1.5,0,141.7,12.1
Sector 48-49 Transport and storage,Subsector 48C,Branch 48CC,Subbranch 48CCC,Class 48CCCC,Classs agrupadas por principio de confidencialidad,6,724,706,695,11,18,114.9,41,228.6,228.6,41,187.6,1.5,0,141.7,12.1
Sector 52 Financial and insurance services,,,,,Sector 52 Financial and insurance services,34,178,166,153,13,12,9.5,44.9,376.9,367.7,44.9,322.7,0.5,0,12,2.2
Sector 52 Financial and insurance services,Subsector 522,,,,Subsector 522 Instituciones de intermediación crediticia y financiera no bursátil,25,156,144,134,10,12,8.6,43.7,373.2,364,43.7,320.3,0.2,0,11.3,2
Sector 52 Financial and insurance services,Subsector 522,Branch 5223,,,Branch 5223 Uniones de crédito e instituciones de ahorro,8,102,90,90,0,12,5.6,37.4,359.9,350.5,37.4,313,0.1,0,10.7,1.9
Sector 52 Financial and insurance services,Subsector 522,Branch 5223,Subbranch 5223C,,Subbranchs agrupadas por principio de confidencialidad,8,102,90,90,0,12,5.6,37.4,359.9,350.5,37.4,313,0.1,0,10.7,1.9
Sector 52 Financial and insurance services,Subsector 522,Branch 5223,Subbranch 5223C,Class 5223CC,Classs agrupadas por principio de confidencialidad,8,102,90,90,0,12,5.6,37.4,359.9,350.5,37.4,313,0.1,0,10.7,1.9
Sector 52 Financial and insurance services,Subsector 522,Branch 5224,,,Branch 5224 Otras instituciones de intermediación crediticia y financiera no bursátil,17,54,54,44,10,0,3,6.3,13.4,13.6,6.3,7.3,0,0,0.6,0.1
Sector 52 Financial and insurance services,Subsector 522,Branch 5224,Subbranch 52245,,Subbranch 52245 Montepíos y casas de empeño,12,30,30,22,8,0,1.5,4.8,9.3,9.4,4.8,4.6,0,0,0.4,0.1
Sector 52 Financial and insurance services,Subsector 522,Branch 5224,Subbranch 52245,Class 522452,Class 522452 Casas de empeño,12,30,30,22,8,0,1.5,4.8,9.3,9.4,4.8,4.6,0,0,0.4,0.1
Sector 52 Financial and insurance services,Subsector 522,Branch 5224,Subbranch 52249,,Subbranch 52249 Otras instituciones de intermediación crediticia y financiera no bursátil,5,24,24,22,2,0,1.5,1.5,4.1,4.1,1.5,2.7,0,0,0.2,0
Sector 52 Financial and insurance services,Subsector 522,Branch 5224,Subbranch 52249,Class 522490,Class 522490 Otras instituciones de intermediación crediticia y financiera no bursátil,5,24,24,22,2,0,1.5,1.5,4.1,4.1,1.5,2.7,0,0,0.2,0
Sector 52 Financial and insurance services,Subsector 52C,,,,Subsectores agrupados por principio de confidencialidad,9,22,22,19,3,0,0.9,1.2,3.6,3.7,1.2,2.5,0.3,0,0.7,0.2
Sector 52 Financial and insurance services,Subsector 52C,Branch 52CC,,,Ramas agrupadas por principio de confidencialidad,9,22,22,19,3,0,0.9,1.2,3.6,3.7,1.2,2.5,0.3,0,0.7,0.2
Sector 52 Financial and insurance services,Subsector 52C,Branch 52CC,Subbranch 52CCC,,Subbranchs agrupadas por principio de confidencialidad,9,22,22,19,3,0,0.9,1.2,3.6,3.7,1.2,2.5,0.3,0,0.7,0.2
Sector 52 Financial and insurance services,Subsector 52C,Branch 52CC,Subbranch 52CCC,Class 52CCCC,Classs agrupadas por principio de confidencialidad,9,22,22,19,3,0,0.9,1.2,3.6,3.7,1.2,2.5,0.3,0,0.7,0.2
Sector 53 Real estate services,,,,,Sector 53 Real estate services,63,154,136,50,86,18,2.9,10.3,22.7,23.9,10.3,13.6,1.9,0.6,45.6,3.3
Sector 53 Real estate services,Subsector 531,,,,Subsector 531 Servicios inmobiliarios,37,86,73,27,46,13,1.6,4.5,10.2,10.8,4.5,6.3,0.6,0.6,38.5,2.2
Sector 53 Real estate services,Subsector 531,Branch 5311,,,Branch 5311 Alquiler sin intermediación de bienes raíces,26,51,44,15,29,7,0.9,2.9,6.5,6.9,2.9,4.1,0.5,0.6,16.5,1
Sector 53 Real estate services,Subsector 531,Branch 5311,Subbranch 53111,,Subbranch 53111 Alquiler sin intermediación de bienes raíces,26,51,44,15,29,7,0.9,2.9,6.5,6.9,2.9,4.1,0.5,0.6,16.5,1
Sector 53 Real estate services,Subsector 531,Branch 5311,Subbranch 53111,Class 531112,Class 531112 Alquiler sin intermediación de viviendas no amuebladas,3,3,3,0,3,0,0,0.1,0.2,0.2,0.1,0.1,0,0,0,0
Sector 53 Real estate services,Subsector 531,Branch 5311,Subbranch 53111,Class 531113,Class 531113 Alquiler sin intermediación de salones para fiestas y convenciones,23,48,41,15,26,7,0.9,2.8,6.3,6.8,2.8,4,0.5,0.6,16.5,1
Sector 53 Real estate services,Subsector 531,Branch 5312,,,Branch 5312 Inmobiliarias y corredores de bienes raíces,6,23,19,4,15,4,0.2,1,2,2,1,1,0,0,0.3,0.1
Sector 53 Real estate services,Subsector 531,Branch 5312,Subbranch 53121,,Subbranch 53121 Inmobiliarias y corredores de bienes raíces,6,23,19,4,15,4,0.2,1,2,2,1,1,0,0,0.3,0.1
Sector 53 Real estate services,Subsector 531,Branch 5312,Subbranch 53121,Class 531210,Class 531210 Inmobiliarias y corredores de bienes raíces,6,23,19,4,15,4,0.2,1,2,2,1,1,0,0,0.3,0.1
Sector 53 Real estate services,Subsector 531,Branch 5313,,,Branch 5313 Servicios relacionados con los servicios inmobiliarios,5,12,10,8,2,2,0.6,0.7,1.8,1.8,0.7,1.2,0.1,-0.1,21.8,1.2
Sector 53 Real estate services,Subsector 531,Branch 5313,Subbranch 53131,,Subbranch 53131 Servicios relacionados con los servicios inmobiliarios,5,12,10,8,2,2,0.6,0.7,1.8,1.8,0.7,1.2,0.1,-0.1,21.8,1.2
Sector 53 Real estate services,Subsector 531,Branch 5313,Subbranch 53131,Class 53131C,Classs agrupadas por principio de confidencialidad,5,12,10,8,2,2,0.6,0.7,1.8,1.8,0.7,1.2,0.1,-0.1,21.8,1.2
Sector 53 Real estate services,Subsector 532,,,,Subsector 532 Servicios de alquiler de bienes muebles,26,68,63,23,40,5,1.2,5.8,12.4,13.2,5.8,7.4,1.3,0,7.1,1.1
Sector 53 Real estate services,Subsector 532,Branch 532C,,,Ramas agrupadas por principio de confidencialidad,26,68,63,23,40,5,1.2,5.8,12.4,13.2,5.8,7.4,1.3,0,7.1,1.1
Sector 53 Real estate services,Subsector 532,Branch 532C,Subbranch 532CC,,Subbranchs agrupadas por principio de confidencialidad,26,68,63,23,40,5,1.2,5.8,12.4,13.2,5.8,7.4,1.3,0,7.1,1.1
Sector 53 Real estate services,Subsector 532,Branch 532C,Subbranch 532CC,Class 532CCC,Classs agrupadas por principio de confidencialidad,26,68,63,23,40,5,1.2,5.8,12.4,13.2,5.8,7.4,1.3,0,7.1,1.1
Sector 54 Scientific and profesional services,,,,,Sector 54 Scientific and profesional services,152,737,685,442,243,52,16.3,52.5,100,102.4,52.5,49.9,5.4,0,66.8,7.4
Sector 54 Scientific and profesional services,Subsector 541,,,,"Subsector 541 Servicios profesionales, científicos y técnicos",152,737,685,442,243,52,16.3,52.5,100,102.4,52.5,49.9,5.4,0,66.8,7.4
Sector 54 Scientific and profesional services,Subsector 541,Branch 5411,,,Branch 5411 Servicios legales,65,175,164,65,99,11,3.2,10,20.3,21,10,11,0.9,0,13.2,1.6
Sector 54 Scientific and profesional services,Subsector 541,Branch 5411,Subbranch 54111,,Subbranch 54111 Bufetes jurídicos,40,99,93,24,69,6,1,3.4,6.8,6.9,3.4,3.5,0.1,0,5.1,0.6
Sector 54 Scientific and profesional services,Subsector 541,Branch 5411,Subbranch 54111,Class 541110,Class 541110 Bufetes jurídicos,40,99,93,24,69,6,1,3.4,6.8,6.9,3.4,3.5,0.1,0,5.1,0.6
Sector 54 Scientific and profesional services,Subsector 541,Branch 5411,Subbranch 5411C,,Subbranchs agrupadas por principio de confidencialidad,25,76,71,41,30,5,2.3,6.6,13.5,14.2,6.6,7.6,0.8,0,8.2,1
Sector 54 Scientific and profesional services,Subsector 541,Branch 5411,Subbranch 5411C,Class 5411CC,Classs agrupadas por principio de confidencialidad,25,76,71,41,30,5,2.3,6.6,13.5,14.2,6.6,7.6,0.8,0,8.2,1
Sector 54 Scientific and profesional services,Subsector 541,Branch 5412,,,"Branch 5412 Servicios de contabilidad, auditoría y servicios relacionados",22,97,94,51,43,3,3,2.2,8,8.3,2.2,6.1,0.3,0,12.7,1.2
Sector 54 Scientific and profesional services,Subsector 541,Branch 5412,Subbranch 54121,,"Subbranch 54121 Servicios de contabilidad, auditoría y servicios relacionados",22,97,94,51,43,3,3,2.2,8,8.3,2.2,6.1,0.3,0,12.7,1.2
Sector 54 Scientific and profesional services,Subsector 541,Branch 5412,Subbranch 54121,Class 541211,Class 541211 Servicios de contabilidad y auditoría,22,97,94,51,43,3,3,2.2,8,8.3,2.2,6.1,0.3,0,12.7,1.2
Sector 54 Scientific and profesional services,Subsector 541,Branch 5413,,,"Branch 5413 Servicios de arquitectura, ingeniería y actividades relacionadas",18,102,70,38,32,32,2.2,18.1,35.3,36.1,18.1,18.1,3.7,0,25.4,3.2
Sector 54 Scientific and profesional services,Subsector 541,Branch 5413,Subbranch 54131,,Subbranch 54131 Servicios de arquitectura,5,24,15,3,12,9,0.4,2.3,4,4.8,2.3,2.5,0.9,0,2.3,0.3
Sector 54 Scientific and profesional services,Subsector 541,Branch 5413,Subbranch 54131,Class 541310,Class 541310 Servicios de arquitectura,5,24,15,3,12,9,0.4,2.3,4,4.8,2.3,2.5,0.9,0,2.3,0.3
Sector 54 Scientific and profesional services,Subsector 541,Branch 5413,Subbranch 54133,,Subbranch 54133 Servicios de ingeniería,9,42,35,16,19,7,1,4.9,10.7,10.7,4.8,5.9,0.4,0,9.5,1.5
Sector 54 Scientific and profesional services,Subsector 541,Branch 5413,Subbranch 54133,Class 541330,Class 541330 Servicios de ingeniería,9,42,35,16,19,7,1,4.9,10.7,10.7,4.8,5.9,0.4,0,9.5,1.5
Sector 54 Scientific and profesional services,Subsector 541,Branch 5413,Subbranch 5413C,,Subbranchs agrupadas por principio de confidencialidad,4,36,20,19,1,16,0.8,10.9,20.6,20.6,10.9,9.7,2.4,0,13.7,1.4
Sector 54 Scientific and profesional services,Subsector 541,Branch 5413,Subbranch 5413C,Class 5413CC,Classs agrupadas por principio de confidencialidad,4,36,20,19,1,16,0.8,10.9,20.6,20.6,10.9,9.7,2.4,0,13.7,1.4
Sector 54 Scientific and profesional services,Subsector 541,Branch 5416,,,"Branch 5416 Servicios de consultoría administrativa, científica y técnica",5,11,9,5,4,2,0.3,1.9,3.1,3.2,1.9,1.2,0,0,0.4,0.1
Sector 54 Scientific and profesional services,Subsector 541,Branch 5416,Subbranch 5416C,,Subbranchs agrupadas por principio de confidencialidad,5,11,9,5,4,2,0.3,1.9,3.1,3.2,1.9,1.2,0,0,0.4,0.1
Sector 54 Scientific and profesional services,Subsector 541,Branch 5416,Subbranch 5416C,Class 5416CC,Classs agrupadas por principio de confidencialidad,5,11,9,5,4,2,0.3,1.9,3.1,3.2,1.9,1.2,0,0,0.4,0.1
Sector 54 Scientific and profesional services,Subsector 541,Branch 5417,,,Branch 5417 Servicios de investigación científica y desarrollo,3,11,11,11,0,0,0.6,0.1,0.5,0.5,0.1,0.4,0,0,5.4,0.3
Sector 54 Scientific and profesional services,Subsector 541,Branch 5417,Subbranch 54171,,"Subbranch 54171 Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida",3,11,11,11,0,0,0.6,0.1,0.5,0.5,0.1,0.4,0,0,5.4,0.3
Sector 54 Scientific and profesional services,Subsector 541,Branch 5417,Subbranch 54171,Class 541711,"Class 541711 Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado",3,11,11,11,0,0,0.6,0.1,0.5,0.5,0.1,0.4,0,0,5.4,0.3
Sector 54 Scientific and profesional services,Subsector 541,Branch 5418,,,Branch 5418 Servicios de publicidad y actividades relacionadas,8,258,254,245,9,4,5.7,12.9,21.4,21.5,12.9,8.6,0.1,0,4.1,0.6
Sector 54 Scientific and profesional services,Subsector 541,Branch 5418,Subbranch 5418C,,Subbranchs agrupadas por principio de confidencialidad,8,258,254,245,9,4,5.7,12.9,21.4,21.5,12.9,8.6,0.1,0,4.1,0.6
Sector 54 Scientific and profesional services,Subsector 541,Branch 5418,Subbranch 5418C,Class 5418CC,Classs agrupadas por principio de confidencialidad,8,258,254,245,9,4,5.7,12.9,21.4,21.5,12.9,8.6,0.1,0,4.1,0.6
Sector 54 Scientific and profesional services,Subsector 541,Branch 5419,,,"Branch 5419 Otros servicios profesionales, científicos y técnicos",28,64,64,9,55,0,0.3,3.9,6.8,7.1,3.9,3.2,0.3,0,3.9,0.4
Sector 54 Scientific and profesional services,Subsector 541,Branch 5419,Subbranch 54192,,Subbranch 54192 Servicios de fotografía y videograbación,15,20,20,3,17,0,0.1,0.8,1.6,1.6,0.8,0.9,0.1,0,1.2,0.1
Sector 54 Scientific and profesional services,Subsector 541,Branch 5419,Subbranch 54192,Class 541920,Class 541920 Servicios de fotografía y videograbación,15,20,20,3,17,0,0.1,0.8,1.6,1.6,0.8,0.9,0.1,0,1.2,0.1
Sector 54 Scientific and profesional services,Subsector 541,Branch 5419,Subbranch 54194,,Subbranch 54194 Servicios veterinarios,13,44,44,6,38,0,0.2,3.2,5.3,5.5,3.2,2.3,0.3,0,2.7,0.3
Sector 54 Scientific and profesional services,Subsector 541,Branch 5419,Subbranch 54194,Class 541941,Class 541941 Servicios veterinarios para mascotas prestados por el sector privado,13,44,44,6,38,0,0.2,3.2,5.3,5.5,3.2,2.3,0.3,0,2.7,0.3
Sector 54 Scientific and profesional services,Subsector 541,Branch 541C,,,Ramas agrupadas por principio de confidencialidad,3,19,19,18,1,0,1.1,3.3,4.5,4.6,3.3,1.3,0.1,0,1.6,0.1
Sector 54 Scientific and profesional services,Subsector 541,Branch 541C,Subbranch 541CC,,Subbranchs agrupadas por principio de confidencialidad,3,19,19,18,1,0,1.1,3.3,4.5,4.6,3.3,1.3,0.1,0,1.6,0.1
Sector 54 Scientific and profesional services,Subsector 541,Branch 541C,Subbranch 541CC,Class 541CCC,Classs agrupadas por principio de confidencialidad,3,19,19,18,1,0,1.1,3.3,4.5,4.6,3.3,1.3,0.1,0,1.6,0.1
Sector 56 Waste services,,,,,Sector 56 Waste services,113,484,475,330,145,9,13.9,16.1,43.8,45.6,16,29.6,2.1,-0.2,28.3,5.8
Sector 56 Waste services,Subsector 561,,,,Subsector 561 Servicios de apoyo a los negocios,113,484,475,330,145,9,13.9,16.1,43.8,45.6,16,29.6,2.1,-0.2,28.3,5.8
Sector 56 Waste services,Subsector 561,Branch 5614,,,"Branch 5614 Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares",92,177,174,40,134,3,1.2,5.7,9.6,11,5.6,5.3,1.6,0,6.8,1.2
Sector 56 Waste services,Subsector 561,Branch 5614,Subbranch 56143,,"Subbranch 56143 Servicios de fotocopiado, fax, acceso a computadoras y afines",92,177,174,40,134,3,1.2,5.7,9.6,11,5.6,5.3,1.6,0,6.8,1.2
Sector 56 Waste services,Subsector 561,Branch 5614,Subbranch 56143,Class 561431,"Class 561431 Servicios de fotocopiado, fax y afines",10,20,19,9,10,1,0.3,0.9,1.9,2.1,0.9,1.2,0.3,0,1,0.1
Sector 56 Waste services,Subsector 561,Branch 5614,Subbranch 56143,Class 561432,Class 561432 Servicios de acceso a computadoras,82,157,155,31,124,2,0.9,4.8,7.7,8.8,4.7,4.1,1.3,0,5.8,1
Sector 56 Waste services,Subsector 561,Branch 5615,,,Branch 5615 Agencias de viajes y servicios de reservaciones,14,45,39,29,10,6,2.3,2,7.5,7.8,2,5.9,0.4,0,3.5,0.3
Sector 56 Waste services,Subsector 561,Branch 5615,Subbranch 5615C,,Subbranchs agrupadas por principio de confidencialidad,14,45,39,29,10,6,2.3,2,7.5,7.8,2,5.9,0.4,0,3.5,0.3
Sector 56 Waste services,Subsector 561,Branch 5615,Subbranch 5615C,Class 5615CC,Classs agrupadas por principio de confidencialidad,14,45,39,29,10,6,2.3,2,7.5,7.8,2,5.9,0.4,0,3.5,0.3
Sector 56 Waste services,Subsector 561,Branch 5616,,,"Branch 5616 Servicios de investigación, protección y seguridad",3,230,230,230,0,0,7.2,0.9,8.2,8.2,0.9,7.3,0,0,0.3,0.1
Sector 56 Waste services,Subsector 561,Branch 5616,Subbranch 56161,,"Subbranch 56161 Servicios de investigación y de protección y custodia, excepto mediante monitoreo",3,230,230,230,0,0,7.2,0.9,8.2,8.2,0.9,7.3,0,0,0.3,0.1
Sector 56 Waste services,Subsector 561,Branch 5616,Subbranch 56161,Class 561610,"Class 561610 Servicios de investigación y de protección y custodia, excepto mediante monitoreo",3,230,230,230,0,0,7.2,0.9,8.2,8.2,0.9,7.3,0,0,0.3,0.1
Sector 56 Waste services,Subsector 561,Branch 561C,,,Ramas agrupadas por principio de confidencialidad,4,32,32,31,1,0,3.1,7.5,18.5,18.7,7.5,11.1,0.1,-0.2,17.7,4.4
Sector 56 Waste services,Subsector 561,Branch 561C,Subbranch 561CC,,Subbranchs agrupadas por principio de confidencialidad,4,32,32,31,1,0,3.1,7.5,18.5,18.7,7.5,11.1,0.1,-0.2,17.7,4.4
Sector 56 Waste services,Subsector 561,Branch 561C,Subbranch 561CC,Class 561CCC,Classs agrupadas por principio de confidencialidad,4,32,32,31,1,0,3.1,7.5,18.5,18.7,7.5,11.1,0.1,-0.2,17.7,4.4
Sector 61 Educational services,,,,,Sector 61 Educational services,56,934,876,817,59,58,45.2,58.9,151,151.8,58.7,93.1,1.5,0,53.8,3.3
Sector 61 Educational services,Subsector 611,,,,Subsector 611 Servicios educativos,56,934,876,817,59,58,45.2,58.9,151,151.8,58.7,93.1,1.5,0,53.8,3.3
Sector 61 Educational services,Subsector 611,Branch 6111,,,"Branch 6111 Escuelas de educación básica, media y para necesidades especiales",22,585,541,525,16,44,31,22.3,76.8,77.5,22.3,55.3,0.8,0,47.3,2.2
Sector 61 Educational services,Subsector 611,Branch 6111,Subbranch 61116,,Subbranch 61116 Escuelas de educación media superior,7,140,128,127,1,12,4.1,10.4,22.1,22.2,10.4,11.8,0.1,0,9.3,0.4
Sector 61 Educational services,Subsector 611,Branch 6111,Subbranch 61116,Class 611161,Class 611161 Escuelas de educación media superior del sector privado,7,140,128,127,1,12,4.1,10.4,22.1,22.2,10.4,11.8,0.1,0,9.3,0.4
Sector 61 Educational services,Subsector 611,Branch 6111,Subbranch 61117,,Subbranch 61117 Escuelas que combinan diversos niveles de educación,8,367,353,343,10,14,25.2,9.7,48.1,48.2,9.7,38.5,0.2,0,35.1,1.6
